date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:37:36	538886/538886	---MCZ	200	added ('OK')	text/html	etag:W/%228072b1dd73c645e7cae8fd2b50fcdddc%22	https://www.karthikjambunathan.com/case-studies	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/case-studies.html	(from https://www.karthikjambunathan.com/)
22:37:39	733462/733462	---MCZ	200	added ('OK')	text/html	etag:W/%22a21285bb3ac195b3f670d91931fde9ca%22	https://www.karthikjambunathan.com/navigation-menu-textile-museum	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/navigation-menu-textile-museum.html	(from https://www.karthikjambunathan.com/)
22:37:40	490205/490205	---MCZ	200	added ('OK')	text/html	etag:W/%22d495abe32cdc96847d9bf71bfb41f400%22	https://www.karthikjambunathan.com/museum-tickets-app	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/museum-tickets-app.html	(from https://www.karthikjambunathan.com/)
22:37:42	467821/467821	---MCZ	200	added ('OK')	text/html	etag:W/%223b1678c04f3e93a266fcd52cf064aa7d%22	https://www.karthikjambunathan.com/ui-redesigns-web-platforms	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/ui-redesigns-web-platforms.html	(from https://www.karthikjambunathan.com/)
22:37:44	481663/481663	---MCZ	200	added ('OK')	text/html	etag:W/%22fa0cb3d1cae85cb200dc657bb122583a%22	https://www.karthikjambunathan.com/sono	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/sono.html	(from https://www.karthikjambunathan.com/)
22:37:45	46023/46023	---M--	200	added ('OK')	application/pdf	etag:%22069933e5a3d638b38b842c172191a027%22	https://www.karthikjambunathan.com/_files/ugd/f68c7b_971dd1e58c18423e886d5a76aed07b24.pdf	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/_files/ugd/Karthik%20Jambunathan%20Resume.pdf_;%20filename_=UTF-8''Karthik%20Jambunathan%20Resume.pdf	(from https://www.karthikjambunathan.com/)
22:37:45	2333/2333	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:37:45%20GMT	https://static.wixstatic.com/media/f68c7b_92c9de29f63747e887c6a41e5a97cf55~mv2.png/v1/fill/w_52,h_51,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/f68c7b_92c9de29f63747e887c6a41e5a97cf55~mv2.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_92c9de29f63747e887c6a41e5a97cf55_mv2.png/v1/fill/w_52,h_51,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/f68c7b_92c9de29f63747e887c6a41e5a97cf55_mv2.png	(from https://www.karthikjambunathan.com/)
22:37:46	2863/2863	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:37:46%20GMT	https://static.wixstatic.com/media/f68c7b_77f3b01ebc4f45a1ba427a4e8d95bc3f~mv2.png/v1/fill/w_52,h_51,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/f68c7b_77f3b01ebc4f45a1ba427a4e8d95bc3f~mv2.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_77f3b01ebc4f45a1ba427a4e8d95bc3f_mv2.png/v1/fill/w_52,h_51,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/f68c7b_77f3b01ebc4f45a1ba427a4e8d95bc3f_mv2.png	(from https://www.karthikjambunathan.com/)
22:37:46	2090/2090	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:37:46%20GMT	https://static.wixstatic.com/media/f68c7b_cda702ddc2c44e179a19dbddacc9c058~mv2.png/v1/fill/w_46,h_51,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/f68c7b_cda702ddc2c44e179a19dbddacc9c058~mv2.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_cda702ddc2c44e179a19dbddacc9c058_mv2.png/v1/fill/w_46,h_51,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/f68c7b_cda702ddc2c44e179a19dbddacc9c058_mv2.png	(from https://www.karthikjambunathan.com/)
22:37:47	1702/1702	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:37:46%20GMT	https://static.wixstatic.com/media/f68c7b_0d6d0729dc554aeb8cd02e36ddfff81d~mv2.png/v1/fill/w_52,h_51,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/f68c7b_0d6d0729dc554aeb8cd02e36ddfff81d~mv2.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_0d6d0729dc554aeb8cd02e36ddfff81d_mv2.png/v1/fill/w_52,h_51,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/f68c7b_0d6d0729dc554aeb8cd02e36ddfff81d_mv2.png	(from https://www.karthikjambunathan.com/)
22:37:48	2384/2384	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:37:47%20GMT	https://static.wixstatic.com/media/f68c7b_c7bf619e5f974243abd835c6f46352cd~mv2.png/v1/crop/x_0,y_599,w_20748,h_12103/fill/w_50,h_29,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Mockup%20TMC.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_c7bf619e5f974243abd835c6f46352cd_mv2.png/v1/crop/x_0,y_599,w_20748,h_12103/fill/w_50,h_29,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/Mockup%20TMC.png	(from https://www.karthikjambunathan.com/)
22:37:48	2116/2116	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Apr%202025%2002:37:48%20GMT	https://static.wixstatic.com/media/f68c7b_bdada8d5ddcc4923b97cb2178ed89097~mv2.jpg/v1/crop/x_0,y_637,w_7680,h_4486/fill/w_91,h_53,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/portfolio-mockup-mobile.jpg	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_bdada8d5ddcc4923b97cb2178ed89097_mv2.jpg/v1/crop/x_0,y_637,w_7680,h_4486/fill/w_91,h_53,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/portfolio-mockup-mobile.12.del	(from https://www.karthikjambunathan.com/)
22:37:51	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://www.karthikjambunathan.com/)
22:37:52	3364/3364	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:37:50%20GMT	https://static.wixstatic.com/media/f68c7b_d3b2f4667a484e81a4f2ec4afc88e71b~mv2.png/v1/crop/x_0,y_239,w_2880,h_1682/fill/w_51,h_29,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/portfolio-mockup-mobile%20(1).png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_d3b2f4667a484e81a4f2ec4afc88e71b_mv2.png/v1/crop/x_0,y_239,w_2880,h_1682/fill/w_51,h_29,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/portfolio-mockup-mobile%20(1).15	(from https://www.karthikjambunathan.com/)
22:37:53	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2002:37:52%20GMT	https://www.karthikjambunathan.com/api/	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/api/index.html	(from https://www.karthikjambunathan.com/)
22:37:53	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2002:37:52%20GMT	https://www.karthikjambunathan.com/envelope/	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/envelope/index.html	(from https://www.karthikjambunathan.com/)
22:37:53	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://www.karthikjambunathan.com/)
22:37:54	254/254	---MCZ	200	added ('OK')	text/xml	etag:W/%22fe-UdmVPuAFPQ2yl4PLwzb8wpZG2EM%22	https://www.karthikjambunathan.com/sitemap.xml	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/sitemap.xml	(from https://www.karthikjambunathan.com/)
22:37:54	1378/1378	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Apr%202025%2002:37:54%20GMT	https://static.wixstatic.com/media/f68c7b_97897a50a97c4641a73f7e7b6d0e597e~mv2.jpg/v1/crop/x_0,y_73,w_2205,h_1288/fill/w_91,h_53,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Title%20Card%20-%20Redacted.jpg	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_97897a50a97c4641a73f7e7b6d0e597e_mv2.jpg/v1/crop/x_0,y_73,w_2205,h_1288/fill/w_91,h_53,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/Title%20Card%20-%20Redacted.13.delaye	(from https://www.karthikjambunathan.com/)
22:37:54	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2002:37:54%20GMT	https://www.karthikjambunathan.com/feed.xml	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/feed.19.delayed	(from https://www.karthikjambunathan.com/)
22:37:55	128383/128383	---M-Z	200	added ('OK')	application/javascript	etag:W/%2257220689e5bc158cf56fb7ac5dbe4871%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.ef6158d5.bundle.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.ef6158d5.bundle.min.js	(from https://www.karthikjambunathan.com/)
22:37:56	261310/261310	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e07fc923669b1a8eb6a94aeebe9b1736%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.f3eaf4a1.bundle.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/services/wix-thunderbolt/dist/main.f3eaf4a1.bundle.min.js	(from https://www.karthikjambunathan.com/)
22:37:56	152/152	---M--	200	added ('OK')	application/javascript	etag:%2217dc6142a5674dc31c4e4ac8ab3502fc%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	(from https://www.karthikjambunathan.com/)
22:37:56	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.karthikjambunathan.com/)
22:37:57	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.karthikjambunathan.com/)
22:37:57	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.karthikjambunathan.com/)
22:37:58	5943/5943	---M-Z	200	added ('OK')	application/javascript	etag:W/%2217261684e539753369be14d859077377%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://www.karthikjambunathan.com/)
22:37:59	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2007%20Apr%202025%2002:37:58%20GMT	https://www.karthikjambunathan.com/decodeURIComponent(e	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/decodeURIComponent(e.21.delayed	(from https://www.karthikjambunathan.com/)
22:38:00	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f1af620740f6e8d6851e2794ba694d0%22	https://static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	(from https://www.karthikjambunathan.com/)
22:38:09	2165/2165	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:09%20GMT	https://static.wixstatic.com/media/f68c7b_0fc918f6707b4fce803914505e7abfe7~mv2.png/v1/fill/w_68,h_67,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/houses.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_0fc918f6707b4fce803914505e7abfe7_mv2.png/v1/fill/w_68,h_67,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/houses.png	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:09	5705/5705	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:09%20GMT	https://static.wixstatic.com/media/f68c7b_77f3b01ebc4f45a1ba427a4e8d95bc3f~mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/ui-ux.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_77f3b01ebc4f45a1ba427a4e8d95bc3f_mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/ui-ux.png	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:10	3145/3145	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:10%20GMT	https://static.wixstatic.com/media/f68c7b_0d6d0729dc554aeb8cd02e36ddfff81d~mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/code.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_0d6d0729dc554aeb8cd02e36ddfff81d_mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/code.png	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:10	1401/1401	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:10%20GMT	https://static.wixstatic.com/media/f68c7b_a85fefb9abb04bd2b352ff3d2bfaecd0~mv2.png/v1/fill/w_47,h_10,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/f68c7b_a85fefb9abb04bd2b352ff3d2bfaecd0~mv2.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_a85fefb9abb04bd2b352ff3d2bfaecd0_mv2.png/v1/fill/w_47,h_10,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/f68c7b_a85fefb9abb04bd2b352ff3d2bfaecd0_mv2.png	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:10	119357/119357	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Apr%202025%2002:38:10%20GMT	https://static.wixstatic.com/media/f68c7b_bdada8d5ddcc4923b97cb2178ed89097~mv2.jpg/v1/crop/x_0,y_494,w_7680,h_3660/fill/w_980,h_521,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/portfolio-mockup-mobile.jpg	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_bdada8d5ddcc4923b97cb2178ed89097_mv2.jpg/v1/crop/x_0,y_494,w_7680,h_3660/fill/w_980,h_521,al_c,q_85,usm_0.66_1.00_0.01,enc_av/portfolio-mockup-mobile.24.del	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:12	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Apr%202025%2002:38:11%20GMT	https://www.karthikjambunathan.com/media/emptystate.85a4add5.svg	C:/Users/Karthik/Documents/Portfolio/Showcase/www.karthikjambunathan.com/media/emptystate.85a4add5.28.delayed	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:12	41726/41726	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Apr%202025%2002:38:12%20GMT	https://static.wixstatic.com/media/f68c7b_ba60428f1e4f449fb95ac1bf462b5979~mv2.jpg/v1/fit/w_287,h_611,q_90,enc_avif,quality_auto/f68c7b_ba60428f1e4f449fb95ac1bf462b5979~mv2.jpg	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_ba60428f1e4f449fb95ac1bf462b5979_mv2.jpg/v1/fit/w_287,h_611,q_90,enc_avif,quality_auto/f68c7b_ba60428f1e4f449fb95ac1bf462b5979_mv2.jpg	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:13	4074/4074	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:13%20GMT	https://static.wixstatic.com/media/f68c7b_91bca92a4c154ccbbab3a04f506acff7~mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/strategy.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_91bca92a4c154ccbbab3a04f506acff7_mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/strategy.png	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:14	24107/24107	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:13%20GMT	https://static.wixstatic.com/media/f68c7b_bba992e3c87243fbb153c02334629dbc~mv2.png/v1/crop/x_0,y_0,w_1365,h_3613/fill/w_60,h_159,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/ECE_Home.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_bba992e3c87243fbb153c02334629dbc_mv2.png/v1/crop/x_0,y_0,w_1365,h_3613/fill/w_60,h_159,al_c,q_85,usm_0.66_1.00_0.01,blur_2,/ECE_Home.png	(from https://www.karthikjambunathan.com/redesigning-the-ece-website-home-page)
22:38:15	13669/13669	---M-Z	200	added ('OK')	application/javascript	etag:W/%226eb5ec881cd03661dccdd5f443d92d93%22	https://static.parastorage.com/services/wix-thunderbolt/dist/webpack-runtime.377e0ae1.bundle.min.js	C:/Users/Karthik/Documents/Portfolio/Showcase/static.parastorage.com/services/wix-thunderbolt/dist/webpack-runtime.377e0ae1.bundle.min.js	(from https://www.karthikjambunathan.com/case-studies)
22:38:15	2184/2184	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:15%20GMT	https://static.wixstatic.com/media/f68c7b_730107be5e8349f28e8e070e8bfab88c~mv2.png/v1/fill/w_68,h_67,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/videography.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_730107be5e8349f28e8e070e8bfab88c_mv2.png/v1/fill/w_68,h_67,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/videography.png	(from https://www.karthikjambunathan.com/case-studies)
22:38:15	4067/4067	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:15%20GMT	https://static.wixstatic.com/media/f68c7b_cda702ddc2c44e179a19dbddacc9c058~mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/vector.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_cda702ddc2c44e179a19dbddacc9c058_mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/vector.png	(from https://www.karthikjambunathan.com/case-studies)
22:38:16	3479/3479	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:15%20GMT	https://static.wixstatic.com/media/f68c7b_a51804ace5a64eb0ae6daaaf5603ef3c~mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/padlock.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_a51804ace5a64eb0ae6daaaf5603ef3c_mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/padlock.png	(from https://www.karthikjambunathan.com/case-studies)
22:38:16	3374/3374	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Apr%202025%2002:38:16%20GMT	https://static.wixstatic.com/media/f68c7b_6c6f2abaa6eb42f8b74b723d011fb03b~mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/file.png	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_6c6f2abaa6eb42f8b74b723d011fb03b_mv2.png/v1/fill/w_53,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/file.png	(from https://www.karthikjambunathan.com/case-studies)
22:38:16	90298/90298	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Apr%202025%2002:38:16%20GMT	https://static.wixstatic.com/media/f68c7b_97897a50a97c4641a73f7e7b6d0e597e~mv2.jpg/v1/crop/x_0,y_178,w_2205,h_1080/fill/w_980,h_480,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Title%20Card%20-%20Redacted.jpg	C:/Users/Karthik/Documents/Portfolio/Showcase/static.wixstatic.com/media/f68c7b_97897a50a97c4641a73f7e7b6d0e597e_mv2.jpg/v1/crop/x_0,y_178,w_2205,h_1080/fill/w_980,h_480,al_c,q_85,usm_0.66_1.00_0.01,enc_av/Title%20Card%20-%20Redacted.2e.delay	(from https://www.karthikjambunathan.com/case-studies)
